TDI Format 1.5	Angle	Signal
Stoner.class{String}=Data	0.0	1.0
	0.0100200400802	1.0000332747
	0.0200400801603	1.00006560028
	0.0300601202405	0.999996642265
	0.0400801603206	0.999728079306
	0.0501002004008	0.999164579609
	0.060120240481	0.998214747421
	0.0701402805611	0.996792030145
	0.0801603206413	0.994815576963
	0.0901803607214	0.992211040364
	0.100200400802	0.988911312514
	0.110220440882	0.984857189111
	0.120240480962	0.979997954031
	0.130260521042	0.974291878927
	0.140280561122	0.967706632752
	0.150300601202	0.960219597099
	0.160320641283	0.951818084202
	0.170340681363	0.942499455402
	0.180360721443	0.932271138885
	0.190380761523	0.921150546532
	0.200400801603	0.909164890686
	0.210420841683	0.896350902705
	0.220440881764	0.882754456093
	0.230460921844	0.868430098009
	0.240480961924	0.853440493854
	0.250501002004	0.837855790485
	0.260521042084	0.821752904472
	0.270541082164	0.805214742516
	0.280561122244	0.788329361854
	0.290581162325	0.771189079085
	0.300601202405	0.753889536329
	0.310621242485	0.736528734113
	0.320641282565	0.719206040677
	0.330661322645	0.702021187621
	0.340681362725	0.685073262002
	0.350701402806	0.668459704949
	0.360721442886	0.652275326881
	0.370741482966	0.636611349182
	0.380761523046	0.621554481943
	0.390781563126	0.607186047048
	0.400801603206	0.593581155372
	0.410821643287	0.580807946357
	0.420841683367	0.568926897596
	0.430861723447	0.557990211347
	0.440881763527	0.548041284124
	0.450901803607	0.539114264704
	0.460921843687	0.531233704956
	0.470941883768	0.524414307025
	0.480961923848	0.518660769377
	0.490981963928	0.513967733271
	0.501002004008	0.510319830183
	0.511022044088	0.507691829708
	0.521042084168	0.506048886459
	0.531062124248	0.50534688348
	0.541082164329	0.50553286873
	0.551102204409	0.50654558026
	0.561122244489	0.508316054814
	0.571142284569	0.510768313741
	0.581162324649	0.513820119352
	0.591182364729	0.517383794115
	0.60120240481	0.521367094484
	0.61122244489	0.525674130589
	0.62124248497	0.530206322559
	0.63126252505	0.534863383891
	0.64128256513	0.53954432199
	0.65130260521	0.544148445851
	0.661322645291	0.548576370768
	0.671342685371	0.552731009993
	0.681362725451	0.556518543392
	0.691382765531	0.559849353395
	0.701402805611	0.562638918823
	0.711422845691	0.564808657657
	0.721442885772	0.566286710266
	0.731462925852	0.567008655254
	0.741482965932	0.566918150742
	0.751503006012	0.565967494641
	0.761523046092	0.564118098305
	0.771543086172	0.561340868812
	0.781563126253	0.557616496032
	0.791583166333	0.552935641604
	0.801603206413	0.547299027927
	0.811623246493	0.540717426273
	0.821643286573	0.533211544132
	0.831663326653	0.524811812937
	0.841683366733	0.515558078275
	0.851703406814	0.505499195708
	0.861723446894	0.494692536254
	0.871743486974	0.483203406484
	0.881763527054	0.471104389058
	0.891783567134	0.458474610311
	0.901803607214	0.445398942238
	0.911823647295	0.431967146881
	0.921843687375	0.418272971707
	0.931863727455	0.404413205037
	0.941883767535	0.390486701024
	0.951903807615	0.376593383939
	0.961923847695	0.362833241759
	0.971943887776	0.34930531917
	0.981963927856	0.336106720056
	0.991983967936	0.323331629505
	1.00200400802	0.311070365138
	1.0120240481	0.29940846726
	1.02204408818	0.288425836991
	1.03206412826	0.27819593099
	1.04208416834	0.268785020874
	1.05210420842	0.260251524751
	1.0621242485	0.25264541757
	1.07214428858	0.246007726209
	1.08216432866	0.240370114366
	1.09218436874	0.235754561406
	1.10220440882	0.232173138404
	1.1122244489	0.22962788361
	1.12224448898	0.228110778603
	1.13226452906	0.227603825357
	1.14228456914	0.228079223461
	1.15230460922	0.229499645702
	1.1623246493	0.23181860925
	1.17234468938	0.234980938727
	1.18236472946	0.238923316507
	1.19238476954	0.243574914727
	1.20240480962	0.248858102675
	1.2124248497	0.254689222447
	1.22244488978	0.260979425105
	1.23246492986	0.267635558934
	1.24248496994	0.274561100902
	1.25250501002	0.28165712196
	1.2625250501	0.288823276517
	1.27254509018	0.295958806149
	1.28256513026	0.302963547484
	1.29258517034	0.309738934141
	1.30260521042	0.316188982681
	1.3126252505	0.322221252672
	1.32264529058	0.327747771243
	1.33266533066	0.332685912844
	1.34268537074	0.336959225398
	1.35270541082	0.340498194537
