TDI Format 1.5	time	signal
Stoner.class{String}=\'Data\'	-360.0	-0.629369455766
	-358.0	2.3085837785
	-356.0	0.801812324271
	-354.0	1.34580630023
	-352.0	0.788430192751
	-350.0	-0.636096477197
	-348.0	0.173294876126
	-346.0	0.524836059339
	-344.0	0.560619645632
	-342.0	1.62030402088
	-340.0	0.555201731182
	-338.0	0.0362539564334
	-336.0	2.90428299422
	-334.0	-0.365180061782
	-332.0	2.80786906315
	-330.0	1.50143510129
	-328.0	0.867914039265
	-326.0	-0.447391263651
	-324.0	0.364520462813
	-322.0	0.0196541386995
	-320.0	-0.449800209687
	-318.0	0.169742651652
	-316.0	0.76385455104
	-314.0	0.464282461867
	-312.0	0.336343686842
	-310.0	-0.638995735546
	-308.0	-0.148385885246
	-306.0	-2.18161664634
	-304.0	0.330460801873
	-302.0	-1.1541316257
	-300.0	-1.18060424752
	-298.0	1.01533067216
	-296.0	-0.226744944131
	-294.0	-0.583678327012
	-292.0	1.27180860686
	-290.0	-0.440728372077
	-288.0	0.175121451913
	-286.0	-1.35420891376
	-284.0	-1.61093191203
	-282.0	1.41014849176
	-280.0	-0.656105621663
	-278.0	2.40550020402
	-276.0	1.94802570841
	-274.0	-0.492470377207
	-272.0	0.304088132345
	-270.0	3.30661016105
	-268.0	1.40319895425
	-266.0	1.7346911102
	-264.0	1.85548025492
	-262.0	0.73085498197
	-260.0	0.747855822593
	-258.0	0.759758808413
	-256.0	2.48880795372
	-254.0	0.49309500721
	-252.0	2.57227490634
	-250.0	2.31231306935
	-248.0	2.80498929555
	-246.0	1.6379473409
	-244.0	1.57925928169
	-242.0	1.19808456238
	-240.0	0.475701606598
	-238.0	2.27626863448
	-236.0	3.10038329399
	-234.0	2.85895732528
	-232.0	2.32541456326
	-230.0	2.47812721833
	-228.0	3.31855316688
	-226.0	1.77307786822
	-224.0	1.91130596659
	-222.0	0.598584999687
	-220.0	1.13928081369
	-218.0	0.657235542056
	-216.0	0.29660053951
	-214.0	-0.479134529588
	-212.0	1.19580702474
	-210.0	0.42943875443
	-208.0	0.499735677174
	-206.0	-0.668624885788
	-204.0	-0.149343998833
	-202.0	0.00799674308123
	-200.0	0.438690784336
	-198.0	-0.666061215204
	-196.0	-0.956562526039
	-194.0	0.311718582572
	-192.0	-1.06755504065
	-190.0	-1.27744520113
	-188.0	-0.546256048304
	-186.0	-0.462280206602
	-184.0	0.137137317939
	-182.0	-1.18443494363
	-180.0	-0.810777131323
	-178.0	0.0186453481709
	-176.0	-1.60466329153
	-174.0	-2.41635166447
	-172.0	-1.31317011872
	-170.0	-0.428031783322
	-168.0	-1.11633827742
	-166.0	-0.075601390505
	-164.0	-1.35698365737
	-162.0	-1.57006454185
	-160.0	0.160322790854
	-158.0	0.346391977935
	-156.0	-1.58797426798
	-154.0	0.563918762234
	-152.0	-1.47723123308
	-150.0	1.88028093224
	-148.0	0.129648635593
	-146.0	0.355719615605
	-144.0	0.859639836915
	-142.0	-1.93662600706
	-140.0	0.0610350499509
	-138.0	-0.988462247026
	-136.0	0.565538071525
	-134.0	0.952030919652
	-132.0	-0.211652743437
	-130.0	0.165133745512
	-128.0	-0.664364284193
	-126.0	1.24306259798
	-124.0	-0.200916358984
	-122.0	-1.30343031627
	-120.0	-1.57374742509
	-118.0	-0.394537500002
	-116.0	-0.424793315451
	-114.0	1.30357080975
	-112.0	-0.893093173354
	-110.0	-0.282557808265
	-108.0	1.1331941426
	-106.0	0.894780236739
	-104.0	0.324019164493
	-102.0	0.273900734229
	-100.0	-1.87680866752
	-98.0	0.145544844227
	-96.0	-0.0191806731094
	-94.0	-0.273213027979
	-92.0	-2.79767215177
	-90.0	-0.903567622674
	-88.0	-0.450772087785
	-86.0	-2.6555484157
	-84.0	-2.6136725317
	-82.0	-1.05624734241
	-80.0	-2.63069978472
	-78.0	-1.15711690707
	-76.0	-0.548466468175
	-74.0	0.0654486337083
	-72.0	-1.49949514897
	-70.0	-1.65513854244
	-68.0	-0.929188184777
	-66.0	-1.42451058537
	-64.0	-3.34059072089
	-62.0	-1.58993789112
	-60.0	-2.64061396347
	-58.0	-0.748082236556
	-56.0	-1.93872490472
	-54.0	-0.464987252115
	-52.0	-2.25175431866
	-50.0	-1.09432502266
	-48.0	0.560909305406
	-46.0	-1.61338628909
	-44.0	-0.962964059206
	-42.0	0.126767950607
	-40.0	-2.78330121498
	-38.0	-0.554421443532
	-36.0	-1.01179278154
	-34.0	-0.377796312795
	-32.0	-1.11459745753
	-30.0	-1.86924601689
	-28.0	-1.23873219629
	-26.0	0.404776301288
	-24.0	-0.486191022695
	-22.0	-0.0116358877665
	-20.0	0.164956402596
	-18.0	0.466674656113
	-16.0	-0.941897694769
	-14.0	-0.00553454075987
	-12.0	1.74753738951
	-10.0	0.944870553206
	-8.0	0.135812538148
	-6.0	0.722298207512
	-4.0	1.43769492159
	-2.0	1.44705429916
	0.0	2.2738848646
	2.0	2.65527699062
	4.0	0.154600805421
	6.0	1.46180167313
	8.0	1.15585915786
	10.0	1.28512605478
	12.0	0.0397459675182
	14.0	0.870514836531
	16.0	2.47263614306
	18.0	1.07673086508
	20.0	2.0172120628
	22.0	1.52919873808
	24.0	-0.929775365222
	26.0	0.938921456037
	28.0	-0.00976421686533
	30.0	-0.58265234434
	32.0	-0.742023833802
	34.0	-1.05083631846
	36.0	-0.546424383203
	38.0	0.418402109998
	40.0	-0.458480894746
	42.0	-0.0618149247901
	44.0	-1.43456495364
	46.0	0.1654002152
	48.0	-0.8236197691
	50.0	-1.01556843831
	52.0	0.277578494915
	54.0	0.76961721531
	56.0	-0.0113998048657
	58.0	0.0895169603902
	60.0	2.2586199345
	62.0	0.858294594817
	64.0	-0.897694826357
	66.0	-0.729916306862
	68.0	1.19895762519
	70.0	1.49947234624
	72.0	-0.570235435194
	74.0	-0.739364524694
	76.0	-0.254609495576
	78.0	0.805402080291
	80.0	-0.826224333557
	82.0	0.164755249145
	84.0	1.54198652791
	86.0	1.06735021004
	88.0	2.75316460124
	90.0	0.668582158917
	92.0	0.758513123184
	94.0	0.36957909026
	96.0	0.149392699357
	98.0	2.18710802466
	100.0	0.877092073845
	102.0	1.72651425146
	104.0	2.40268386267
	106.0	2.54484524501
	108.0	1.92903819145
	110.0	0.774497929233
	112.0	-0.0285275470373
	114.0	1.42284973186
	116.0	0.0890352884521
	118.0	0.669536487592
	120.0	2.53889404686
	122.0	2.50406348205
	124.0	3.42421202867
	126.0	3.09861554169
	128.0	0.275545210119
	130.0	2.95928979335
	132.0	0.856638435926
	134.0	3.22255817697
	136.0	1.13546190077
