TDI Format 1.5	Position	Signal	Error
Loaded as{String}=DataFile	0.05	929.9912607589999	30.49575807811637
Stoner.class{String}=Data	0.0699398797595	830.446464131	28.817468038170876
TDI Format{Double Float}=1.5	0.089879759519	822.876804569	28.685829333819164
	0.109819639279	851.733944698	29.18448123057869
	0.129759519038	1004.0776163600001	31.68718378714019
	0.149699398798	721.979170331	26.869670082287946
	0.169639278557	836.618699233	28.924361691020945
	0.189579158317	755.7287216139999	27.490520577355387
	0.209519038076	804.1139650590001	28.35690330517421
	0.229458917836	789.790701027	28.103215136830872
	0.249398797595	704.608623749	26.544465030378745
	0.269338677355	769.8779870430001	27.746675243044887
	0.289278557114	737.744996881	27.161461611647486
	0.309218436874	504.28634740900003	22.45632087874147
	0.329158316633	927.110716894	30.4484928509442
	0.349098196393	647.5612999690001	25.447225781389218
	0.369038076152	825.480761011	28.731180988796822
	0.388977955912	650.1041566709999	25.497140166516715
	0.408917835671	764.906629061	27.656945403659456
	0.428857715431	616.485668589	24.829129436792584
	0.44879759519	721.116334085	26.853609330684023
	0.46873747495	452.996311851	21.283710011438323
	0.488677354709	561.238768563	23.690478436768643
	0.508617234469	653.53916309	25.564412042720637
	0.528557114228	621.884164989	24.93760543815304
	0.548496993988	642.118505558	25.340057331387396
	0.568436873747	642.6113692849999	25.349780458319554
	0.588376753507	570.836167917	23.89217796512072
	0.608316633267	359.909867819	18.971290620803845
	0.628256513026	550.436247551	23.461377784584602
	0.648196392786	509.70330361399994	22.57660965720938
	0.668136272545	377.953950747	19.441037800153573
	0.688076152305	394.97852735	19.874066703873165
	0.708016032064	528.0394846720001	22.979109744983596
	0.727955911824	530.879824306	23.040829505597234
	0.747895791583	400.086291674	20.002157175514846
	0.767835671343	284.188068321	16.85787852373483
	0.787775551102	517.657431971	22.75208632128052
	0.807715430862	619.706184112	24.893898531808954
	0.827655310621	584.342129594	24.17316962241402
	0.847595190381	518.039904738	22.7604899933635
	0.86753507014	489.311920089	22.120396020166545
	0.8874749499	401.70400922	20.04255495739004
	0.907414829659	335.250499139	18.309847053948868
	0.927354709419	320.178309609	17.89352703099643
	0.947294589178	545.1035858460001	23.347453519516858
	0.967234468938	404.508556101	20.11239806937502
	0.987174348697	288.753582995	16.99275089545539
	1.00711422846	335.038331445	18.30405232305131
	1.02705410822	206.57292378399998	14.372644982187516
	1.04699398798	432.585214039	20.79868298808845
	1.06693386774	280.214574236	16.739610934427358
	1.08687374749	261.711838382	16.177510265241683
	1.10681362725	199.583668778	14.127408423982086
	1.12675350701	312.685156819	17.682905779848515
	1.14669338677	444.486922623	21.082858502181338
	1.16663326653	294.42442803	17.15880030858801
	1.18657314629	378.539257615	19.45608536204033
	1.20651302605	304.071179517	17.43763686733383
	1.22645290581	261.425507188	16.168658175247568
	1.24639278557	258.01964872900004	16.06299003078194
	1.26633266533	137.30323230300002	11.71764619294336
	1.28627254509	357.185155025	18.899342714099873
	1.30621242485	269.055458172	16.402910051938953
	1.32615230461	260.877737169	16.151710038537715
	1.34609218437	211.70580205	14.55011347206612
	1.36603206413	207.21530199499998	14.394974886918003
	1.38597194389	312.279659334	17.671436255550933
	1.40591182365	326.952607913	18.081830878343045
	1.42585170341	117.081695021	10.82042952109573
	1.44579158317	274.439129685	16.566204444138677
	1.46573146293	127.42134076399999	11.288106163745981
	1.48567134269	143.220325581	11.967469472741511
	1.50561122244	310.69569574599996	17.62656222143161
	1.5255511022	162.744627371	12.757140250502854
	1.54549098196	219.051389341	14.800384770032164
	1.56543086172	241.96768390100002	15.555310472664955
	1.58537074148	210.62812024	14.513032771960518
	1.60531062124	145.858864403	12.077204328941363
	1.625250501	211.006155718	14.526050933340418
	1.64519038076	142.621266841	11.942414615185658
	1.66513026052	221.746875034	14.891167685376455
	1.68507014028	180.18270320300002	13.423215084434878
	1.70501002004	229.840089826	15.160477889103628
	1.7249498998	136.018121095	11.662680699350386
	1.74488977956	195.933724428	13.997632815158426
	1.76482965932	135.74763695299998	11.651078789236642
	1.78476953908	67.1029607331	8.19163968525838
	1.80470941884	131.379737148	11.462100032193053
	1.8246492986	139.080694379	11.793247829966095
	1.84458917836	116.98597065499999	10.816005300248332
	1.86452905812	262.779040881	16.2104608472739
	1.88446893788	112.552140105	10.609059341195147
	1.90440881764	101.42097747499999	10.070798254110743
	1.92434869739	408.938042532	20.222216558330096
	1.94428857715	218.047571145	14.766433934603167
	1.96422845691	163.509319825	12.787076281347508
	1.98416833667	17.8511533815	4.225062529892309
	2.00410821643	268.497112006	16.385881483948307
	2.02404809619	74.35669904939999	8.623033053943374
	2.04398797595	78.13979155179999	8.839671461756936
	2.06392785571	147.220079647	12.133428190210713
	2.08386773547	168.91576928900002	12.996759953503798
	2.10380761523	-91.8908094904	9.58596940796287
	2.12374749499	277.520232227	16.658938508410433
	2.14368737475	89.441149314	9.457333097337749
	2.16362725451	219.673654277	14.821391779350547
	2.18356713427	-5.36541502565	2.3163365527595507
	2.20350701403	82.4561851687	9.080538814888685
	2.22344689379	216.689766729	14.720386093068347
	2.24338677355	115.959221384	10.768436348142659
	2.26332665331	95.7855163565	9.787007528172234
	2.28326653307	-8.93831881915	2.9897021288332386
	2.30320641283	68.0231678665	8.247615889849623
	2.32314629259	82.003950218	9.055603249811687
	2.34308617234	30.0245689351	5.479467942702102
	2.3630260521	94.1709491649	9.704171740282629
	2.38296593186	115.107322347	10.728808058074298
	2.40290581162	101.004400536	10.050094553585057
	2.42284569138	183.096813924	13.531327130921047
	2.44278557114	115.92852515800001	10.767010966744671
	2.4627254509	17.8151623642	4.220801151937864
	2.48266533066	28.7564910727	5.362507908870625
	2.50260521042	141.185638299	11.882156298374467
	2.52254509018	54.2310289812	7.364171982049306
	2.54248496994	-100.315572663	10.015766204489799
	2.5624248497	201.593703175	14.19836973652257
	2.58236472946	-81.13683303869999	9.007598627753126
	2.60230460922	76.2951606162	8.734710104874688
	2.62224448898	44.8004395849	6.693313049970096
	2.64218436874	-205.168064966	14.323688944053483
	2.6621242485	-35.4606090779	5.954881113666334
	2.68206412826	96.7414011188	9.835720671043886
	2.70200400802	-4.7209007489	2.17276338999441
	2.72194388778	143.275724374	11.969783806485395
	2.74188376754	-50.9716452287	7.139442921454026
	2.76182364729	1.30114402188	1.1406770015565317
	2.78176352705	39.1921949375	6.260366997029807
	2.80170340681	190.579170159	13.805041476178186
	2.82164328657	55.219912601000004	7.431010200571656
	2.84158316633	96.34983426069999	9.815795141541004
	2.86152304609	6.60206521802	2.5694484268068116
	2.88146292585	-30.377122595499998	5.511544483672431
	2.90140280561	261.115571512	16.15907087403233
	2.92134268537	42.0974971465	6.488258406267432
	2.94128256513	-121.263642341	11.01197722214317
	2.96122244489	263.748969909	16.240350055001894
	2.98116232465	-44.582295253199995	6.676997472906516
	3.00110220441	195.942026859	13.997929377554382
	3.02104208417	129.479705198	11.378914939395584
	3.04098196393	107.203167677	10.353896255854604
	3.06092184369	76.8771162929	8.767959642522312
	3.08086172345	-65.5662786045	8.097300698658781
	3.10080160321	16.1352784008	4.016874207739147
	3.12074148297	-28.242073465799997	5.314327188440696
