TDI Format 1.5	Angle	Signal
Stoner.class{String}=Data	4.00321	0.310296455433
	4.01323004008	0.285504708347
	4.02325008016	0.258397780884
	4.03327012024	0.22924131932
	4.04329016032	0.19832159293
	4.0533102004	0.16594262159
	4.06333024048	0.132423125313
	4.07335028056	0.0980933263299
	4.08337032064	0.0632916357807
	4.09339036072	0.0283612582722
	4.1034104008	-0.00635325165182
	4.11343044088	-0.0405094465737
	4.12345048096	-0.073770422122
	4.13347052104	-0.105808197279
	4.14349056112	-0.136307005165
	4.1535106012	-0.164966461293
	4.16353064128	-0.191504577495
	4.17355068136	-0.215660591311
	4.18357072144	-0.237197582426
	4.19359076152	-0.255904849939
	4.2036108016	-0.271600026589
	4.21363084168	-0.284130908746
	4.22365088176	-0.2933769838
	4.23367092184	-0.299250639638
	4.24369096192	-0.301698044053
	4.253711002	-0.30069968529
	4.26373104208	-0.296270568286
	4.27375108216	-0.288460064648
	4.28377112224	-0.277351417863
	4.29379116232	-0.263060908718
	4.3038112024	-0.245736689286
	4.31383124248	-0.225557297188
	4.32385128257	-0.20272986503
	4.33387132265	-0.177488042975
	4.34389136273	-0.150089655304
	4.35391140281	-0.120814114445
	4.36393144289	-0.089959618455
	4.37395148297	-0.0578401600229
	4.38397152305	-0.0247823770367
	4.39399156313	0.00887772371501
	4.40401160321	0.0427981368305
	4.41403164329	0.0766342887623
	4.42405168337	0.110042494053
	4.43407172345	0.142683402664
	4.44409176353	0.174225403823
	4.45411180361	0.204347952226
	4.46413184369	0.232744783253
	4.47415188377	0.25912698491
	4.48417192385	0.28322589572
	4.49419196393	0.304795799448
	4.50421200401	0.323616389665
	4.51423204409	0.339494979408
	4.52425208417	0.352268433771
	4.53427212425	0.361804806042
	4.54429216433	0.368004660974
	4.55431220441	0.370802071917
	4.56433224449	0.370165281794
	4.57435228457	0.366097021316
	4.58437232465	0.358634481216
	4.59439236473	0.347848938801
	4.60441240481	0.333845042556
	4.61443244489	0.316759761984
	4.62445248497	0.296761013214
	4.63447252505	0.27404597416
	4.64449256513	0.248839106147
	4.65451260521	0.22138990183
	4.66453264529	0.191970382015
	4.67455268537	0.160872366488
	4.68457272545	0.128404546227
	4.69459276553	0.0948893863667
	4.70461280561	0.0606598909987
	4.71463284569	0.0260562622398
	4.72465288577	-0.00857751289917
	4.73467292585	-0.0428971136113
	4.74469296593	-0.0765613397379
	4.75471300601	-0.109235534903
	4.76473304609	-0.140594944001
	4.77475308617	-0.170327971352
	4.78477312625	-0.198139306845
	4.79479316633	-0.223752888703
	4.80481320641	-0.246914673156
	4.81483324649	-0.267395183226
	4.82485328657	-0.284991811065
	4.83487332665	-0.299530850751
	4.84489336673	-0.310869241136
	4.85491340681	-0.318896001277
	4.86493344689	-0.323533344044
	4.87495348697	-0.324737456735
	4.88497352705	-0.322498940863
	4.89499356713	-0.316842906707
	4.90501360721	-0.307828721681
	4.91503364729	-0.295549415042
	4.92505368737	-0.280130744903
	4.93507372745	-0.261729936925
	4.94509376754	-0.240534107325
	4.95511380762	-0.216758386038
	4.9651338477	-0.190643758835
	4.97515388778	-0.162454650077
	4.98517392786	-0.132476270325
	4.99519396794	-0.10101175543
	5.00521400802	-0.0683791258003
	5.0152340481	-0.0349080963493
	5.02525408818	-0.000936769119807
	5.03527412826	0.0331917582258
	5.04529416834	0.0671328340355
	5.05531420842	0.100543709888
	5.0653342485	0.133086978721
	5.07535428858	0.164433959386
	5.08537432866	0.194267993657
	5.09539436874	0.222287622642
